                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                  1.454,                0.85099,                 1.5272,                0.77845,                0.45336,                0.45596,                0.20832,                 1.8087,                 1.0409,                   1.91,             0.00071221,             0.00071221,             0.00071221
                    154,                 1.4472,                0.84863,                 1.4634,                0.75951,                0.48993,                0.45291,                0.21198,                  1.865,                 1.0932,                 1.9578,              0.0007075,              0.0007075,              0.0007075
                    155,                 1.4563,                 0.8373,                 1.4794,                0.57026,                0.53093,                0.46898,                0.20683,                  1.867,                 1.1365,                 1.9491,             0.00070278,             0.00070278,             0.00070278
                    156,                 1.3936,                0.79168,                 1.4486,                0.47697,                0.43958,                0.46666,                0.20723,                 1.8425,                 1.0356,                 1.9627,             0.00069807,             0.00069807,             0.00069807
                    157,                 1.4044,                0.80783,                 1.4291,                0.80129,                0.46822,                0.48674,                0.21618,                 1.8731,                 1.0143,                 1.9849,             0.00069335,             0.00069335,             0.00069335
                    158,                 1.4067,                 0.7991,                 1.4638,                0.78825,                0.45603,                 0.4665,                0.21266,                 1.8462,                  1.038,                 1.9452,             0.00068864,             0.00068864,             0.00068864
                    159,                 1.4364,                 0.8491,                 1.5077,                0.53596,                0.57179,                0.47556,                0.22352,                 1.8294,                 1.0303,                 1.9202,             0.00068392,             0.00068392,             0.00068392
                    160,                 1.4099,                0.79607,                 1.4514,                0.53944,                0.55515,                0.47975,                0.21647,                 1.9023,                 1.0435,                 1.9841,              0.0006792,              0.0006792,              0.0006792
                    161,                 1.4243,                0.82263,                 1.4733,                0.45852,                0.56485,                0.48349,                0.21413,                 1.8487,                 1.0553,                 1.9626,             0.00067449,             0.00067449,             0.00067449
                    162,                 1.4115,                0.80267,                 1.4497,                0.81828,                0.47758,                0.50008,                0.21378,                 1.8868,                 1.0517,                 2.0094,             0.00066977,             0.00066977,             0.00066977
                    163,                 1.4203,                0.79764,                 1.4769,                0.78836,                0.48871,                0.49618,                0.21709,                 1.8564,                 1.0414,                 1.9803,             0.00066506,             0.00066506,             0.00066506
                    164,                 1.4256,                0.81295,                  1.446,                0.81097,                0.45991,                0.50566,                0.22257,                 1.8423,                 1.0508,                  1.951,             0.00066034,             0.00066034,             0.00066034
                    165,                 1.4054,                0.78137,                 1.4152,                0.47554,                 0.5713,                0.50352,                0.21858,                 1.8443,                 1.0714,                 1.9609,             0.00065563,             0.00065563,             0.00065563
                    166,                 1.3906,                0.77336,                 1.4059,                0.36698,                0.60866,                0.47712,                0.21722,                 1.8134,                 1.0406,                 1.9506,             0.00065091,             0.00065091,             0.00065091
                    167,                 1.4218,                0.79915,                 1.4514,                0.42049,                0.49833,                0.48838,                0.22382,                 1.8101,                 1.0323,                 1.9411,             0.00064619,             0.00064619,             0.00064619
                    168,                 1.3762,                0.77875,                 1.4233,                0.41956,                0.60866,                0.50734,                0.22035,                 1.8737,                 1.0264,                 1.9963,             0.00064148,             0.00064148,             0.00064148
                    169,                 1.3845,                0.78464,                 1.4329,                 0.7952,                0.45338,                0.49041,                0.22309,                 1.8122,                  1.009,                 1.9335,             0.00063676,             0.00063676,             0.00063676
                    170,                 1.3844,                0.79437,                 1.4474,                0.79701,                0.40614,                0.48527,                0.21845,                 1.8718,                  1.034,                  1.993,             0.00063205,             0.00063205,             0.00063205
                    171,                 1.3637,                0.77524,                 1.4308,                0.43647,                 0.5721,                 0.5179,                0.22539,                 1.8853,                 1.0678,                 2.0201,             0.00062733,             0.00062733,             0.00062733
                    172,                 1.3826,                0.77278,                 1.4076,                0.47991,                0.59099,                0.53802,                0.23044,                 1.8917,                 1.0336,                 1.9974,             0.00062262,             0.00062262,             0.00062262
                    173,                 1.3931,                0.80409,                 1.4688,                0.46233,                0.57599,                0.49587,                0.21624,                 1.8475,                 1.0765,                 1.9731,              0.0006179,              0.0006179,              0.0006179
                    174,                 1.3492,                0.77371,                 1.4301,                0.60157,                0.53139,                0.49821,                0.22274,                  1.853,                 1.0413,                 1.9776,             0.00061318,             0.00061318,             0.00061318
                    175,                 1.3355,                0.74283,                 1.3984,                0.81867,                0.45633,                0.48777,                0.20386,                 1.8708,                  1.045,                 1.9729,             0.00060847,             0.00060847,             0.00060847
                    176,                 1.3518,                0.76112,                 1.3989,                0.54357,                0.58216,                0.49576,                0.21433,                 1.8306,                 1.0359,                 1.9538,             0.00060375,             0.00060375,             0.00060375
                    177,                 1.3651,                0.79272,                 1.4302,                0.50031,                0.54219,                0.48244,                0.22236,                  1.819,                 1.0347,                 1.9461,             0.00059904,             0.00059904,             0.00059904
                    178,                 1.3761,                0.78177,                 1.4273,                0.42845,                0.55177,                0.46229,                0.21297,                 1.8397,                 1.0541,                  1.959,             0.00059432,             0.00059432,             0.00059432
                    179,                  1.328,                0.76757,                 1.3887,                0.61095,                0.49894,                0.45473,                 0.2203,                 1.8203,                 1.0372,                 1.9567,             0.00058961,             0.00058961,             0.00058961
                    180,                 1.3529,                0.76421,                 1.4095,                0.62681,                0.48188,                0.49105,                0.21682,                 1.8732,                 1.0448,                 2.0008,             0.00058489,             0.00058489,             0.00058489
                    181,                  1.361,                0.75447,                 1.4451,                0.62192,                 0.5186,                0.48036,                0.21937,                 1.8577,                 1.0563,                 1.9898,             0.00058017,             0.00058017,             0.00058017
                    182,                   1.34,                0.75044,                 1.3748,                0.53689,                 0.5574,                0.48628,                0.22264,                 1.8658,                 1.0394,                 1.9962,             0.00057546,             0.00057546,             0.00057546
                    183,                  1.325,                0.75117,                 1.3969,                0.57066,                0.56169,                0.50041,                  0.227,                 1.8551,                 1.0276,                 1.9797,             0.00057074,             0.00057074,             0.00057074
                    184,                 1.3543,                0.75421,                 1.4293,                0.59261,                0.52223,                0.52632,                0.23115,                 1.8739,                0.99522,                 1.9819,             0.00056603,             0.00056603,             0.00056603
                    185,                  1.322,                0.74027,                  1.398,                0.54911,                0.50746,                0.49532,                0.21387,                 1.8785,                  1.036,                 2.0017,             0.00056131,             0.00056131,             0.00056131
                    186,                 1.3484,                0.76207,                 1.4326,                0.48046,                0.47492,                0.49201,                0.22269,                 1.8545,                 1.0072,                 1.9693,              0.0005566,              0.0005566,              0.0005566
                    187,                 1.2936,                0.72773,                  1.393,                0.47767,                0.45241,                0.47403,                0.21575,                 1.8467,                 1.0006,                 1.9717,             0.00055188,             0.00055188,             0.00055188
                    188,                 1.3664,                 0.7618,                 1.4418,                0.45241,                0.57297,                0.48343,                0.21749,                 1.8746,                0.98718,                 2.0568,             0.00054716,             0.00054716,             0.00054716
                    189,                 1.3447,                0.75799,                 1.4286,                0.54552,                0.57598,                0.51953,                0.23021,                 1.8407,                 1.0198,                 1.9782,             0.00054245,             0.00054245,             0.00054245
                    190,                 1.3294,                0.75311,                   1.39,                0.53752,                0.57936,                0.51141,                0.22773,                 1.8772,                 1.0483,                 1.9722,             0.00053773,             0.00053773,             0.00053773
                    191,                 1.3196,                0.73857,                 1.3752,                0.60152,                0.53722,                0.50751,                0.24022,                 1.8448,                 1.0773,                 1.9912,             0.00053302,             0.00053302,             0.00053302
                    192,                 1.3154,                0.74094,                 1.3721,                 0.5829,                0.54328,                0.49585,                0.22693,                 1.8656,                 1.0576,                 2.0253,              0.0005283,              0.0005283,              0.0005283
                    193,                 1.3142,                0.75364,                 1.4009,                0.42901,                0.58078,                0.46568,                0.21434,                 1.8478,                 1.0222,                 1.9853,             0.00052359,             0.00052359,             0.00052359
                    194,                 1.3566,                0.75481,                 1.3736,                0.40585,                0.56047,                0.43979,                0.20254,                 1.9126,                 1.0679,                 2.0414,             0.00051887,             0.00051887,             0.00051887
                    195,                 1.3002,                0.72428,                 1.3296,                 0.6374,                0.50231,                  0.473,                0.22556,                 1.8854,                 1.0725,                 2.0166,             0.00051415,             0.00051415,             0.00051415
                    196,                 1.3235,                0.73397,                 1.3754,                0.61699,                0.50678,                 0.4695,                0.22504,                 1.8804,                 1.0635,                 2.0481,             0.00050944,             0.00050944,             0.00050944
                    197,                  1.337,                0.76019,                 1.3951,                0.60487,                0.54182,                0.48585,                0.22944,                 1.8634,                 1.0527,                 2.0056,             0.00050472,             0.00050472,             0.00050472
                    198,                 1.2855,                0.71857,                   1.36,                0.61083,                0.56313,                0.52191,                0.24346,                 1.8163,                 1.0125,                 1.9615,             0.00050001,             0.00050001,             0.00050001
                    199,                 1.3217,                0.73501,                 1.3769,                 0.5909,                0.53045,                0.50346,                0.24647,                 1.7862,                0.99759,                 1.9206,             0.00049529,             0.00049529,             0.00049529
                    200,                 1.3025,                0.72154,                 1.3664,                0.61459,                0.52924,                0.50603,                0.24118,                 1.8683,                 1.0731,                 1.9983,             0.00049058,             0.00049058,             0.00049058
                    201,                 1.3061,                0.71858,                 1.3682,                0.67843,                0.49485,                0.50701,                0.23653,                 1.8096,                 1.0956,                 1.9852,             0.00048586,             0.00048586,             0.00048586
                    202,                 1.2712,                 0.7001,                 1.3434,                0.67232,                0.48073,                0.49398,                0.23064,                 1.8258,                 1.0529,                 1.9807,             0.00048114,             0.00048114,             0.00048114
                    203,                 1.2567,                0.71644,                 1.3605,                0.60451,                0.52305,                 0.4872,                0.22322,                 1.8868,                 1.0529,                 2.0239,             0.00047643,             0.00047643,             0.00047643
                    204,                 1.2549,                0.70953,                 1.3761,                0.51825,                0.56047,                0.48901,                0.22692,                 1.8432,                 1.0422,                 1.9979,             0.00047171,             0.00047171,             0.00047171
                    205,                 1.2809,                0.71078,                 1.3513,                0.49398,                0.53575,                0.46214,                0.21523,                 1.8611,                 1.0829,                  2.013,               0.000467,               0.000467,               0.000467
                    206,                 1.2959,                0.72634,                  1.394,                0.52753,                0.51927,                0.46829,                0.22576,                 1.8222,                  1.026,                 1.9718,             0.00046228,             0.00046228,             0.00046228
                    207,                 1.2367,                0.69511,                 1.3372,                0.51524,                0.54934,                 0.4861,                0.22712,                 1.8589,                 1.0417,                 1.9806,             0.00045757,             0.00045757,             0.00045757
                    208,                 1.2947,                 0.7176,                 1.3635,                0.50165,                0.54443,                0.48124,                0.22069,                 1.8962,                 1.0484,                 2.0162,             0.00045285,             0.00045285,             0.00045285
                    209,                 1.2743,                0.71184,                   1.41,                0.46518,                0.45919,                0.46541,                0.21597,                 1.8401,                  1.015,                 1.9883,             0.00044813,             0.00044813,             0.00044813
                    210,                 1.2699,                0.69406,                 1.3461,                0.49022,                0.47827,                0.48484,                0.22164,                 1.8726,                 1.0291,                 2.0274,             0.00044342,             0.00044342,             0.00044342
                    211,                 1.2694,                0.72043,                 1.3632,                0.48824,                0.42223,                0.45767,                   0.21,                 1.8601,                 1.0378,                 2.0015,              0.0004387,              0.0004387,              0.0004387
                    212,                 1.2514,                 0.7045,                 1.3522,                 0.4933,                0.55768,                 0.4795,                0.21563,                 1.8958,                 1.0644,                 2.0373,             0.00043399,             0.00043399,             0.00043399
                    213,                 1.2756,                0.70346,                 1.3725,                 0.5568,                0.52708,                0.47233,                0.22056,                 1.8853,                 1.0672,                 2.0265,             0.00042927,             0.00042927,             0.00042927
                    214,                 1.2518,                0.69265,                 1.3458,                0.57359,                0.48951,                0.46109,                0.21677,                 1.8857,                  1.073,                 2.0289,             0.00042456,             0.00042456,             0.00042456
                    215,                 1.2739,                0.72504,                 1.3699,                0.58296,                0.52104,                0.47666,                0.21365,                 1.8862,                  1.071,                 2.0173,             0.00041984,             0.00041984,             0.00041984
                    216,                 1.2901,                0.71798,                 1.3647,                0.66016,                0.52131,                0.53262,                0.24973,                 1.8771,                 1.0604,                 2.0199,             0.00041512,             0.00041512,             0.00041512
                    217,                  1.229,                0.69261,                 1.3233,                0.62319,                 0.5065,                0.46525,                0.22527,                 1.8042,                 1.0245,                 1.9876,             0.00041041,             0.00041041,             0.00041041
                    218,                 1.2475,                0.69431,                 1.3632,                0.56838,                0.54402,                0.45867,                0.22123,                 1.8545,                 1.0456,                 2.0136,             0.00040569,             0.00040569,             0.00040569
                    219,                 1.2524,                0.68937,                 1.3505,                0.57857,                0.54764,                 0.4753,                0.22864,                 1.8822,                 1.0534,                 2.0185,             0.00040098,             0.00040098,             0.00040098
                    220,                  1.242,                0.67732,                  1.316,                0.58748,                0.53554,                 0.4791,                0.22526,                 1.8737,                 1.0608,                 2.0338,             0.00039626,             0.00039626,             0.00039626
                    221,                 1.2487,                0.69539,                 1.3618,                 0.6385,                0.49776,                0.48268,                0.22566,                 1.8628,                 1.0304,                 2.0254,             0.00039155,             0.00039155,             0.00039155
                    222,                 1.2571,                0.68253,                 1.3431,                0.57596,                0.54081,                0.48982,                0.22539,                 1.9077,                 1.0509,                 2.0729,             0.00038683,             0.00038683,             0.00038683
                    223,                 1.2309,                0.68246,                 1.3042,                0.62189,                0.51497,                0.47615,                0.21811,                 1.8918,                 1.0733,                 2.0379,             0.00038211,             0.00038211,             0.00038211
                    224,                 1.2772,                0.72407,                 1.3867,                0.57928,                0.49904,                 0.4628,                0.21198,                 1.8663,                 1.0656,                 2.0484,              0.0003774,              0.0003774,              0.0003774
                    225,                 1.2546,                0.70663,                 1.3354,                0.60218,                0.49762,                0.47724,                0.22247,                 1.8778,                  1.057,                  2.031,             0.00037268,             0.00037268,             0.00037268
                    226,                 1.2463,                0.67476,                 1.3452,                0.60298,                0.52475,                  0.515,                0.25799,                 1.8528,                  1.029,                 2.0291,             0.00036797,             0.00036797,             0.00036797
                    227,                 1.2535,                0.70333,                 1.3525,                0.60655,                0.53788,                0.50433,                 0.2503,                 1.8282,                 1.0342,                 2.0137,             0.00036325,             0.00036325,             0.00036325
                    228,                 1.2229,                0.69102,                 1.3305,                0.63597,                0.52392,                0.52416,                 0.2432,                   1.84,                 1.0291,                 2.0018,             0.00035854,             0.00035854,             0.00035854
                    229,                 1.1997,                0.67863,                 1.3122,                0.63799,                 0.4934,                0.51712,                0.24482,                 1.8586,                 1.0491,                 1.9963,             0.00035382,             0.00035382,             0.00035382
                    230,                 1.2187,                0.66108,                  1.307,                0.57734,                0.54243,                0.47809,                0.22998,                  1.821,                 1.0238,                 1.9826,              0.0003491,              0.0003491,              0.0003491
                    231,                 1.2122,                0.68295,                 1.3249,                0.58769,                0.54934,                0.47519,                0.22488,                  1.875,                 1.0078,                  2.056,             0.00034439,             0.00034439,             0.00034439
                    232,                 1.2113,                0.65451,                 1.3423,                0.60456,                  0.528,                0.51936,                0.24356,                 1.8669,                 1.0169,                  2.042,             0.00033967,             0.00033967,             0.00033967
                    233,                 1.2153,                0.68595,                 1.3411,                0.58863,                0.53414,                0.52259,                0.24766,                 1.8986,                 1.0689,                 2.0516,             0.00033496,             0.00033496,             0.00033496
                    234,                 1.2316,                0.67843,                 1.3213,                0.55992,                0.53246,                0.50762,                0.24755,                 1.8628,                 1.0733,                 2.0192,             0.00033024,             0.00033024,             0.00033024
                    235,                 1.2035,                0.67369,                 1.3465,                0.61334,                0.54812,                0.51989,                0.24754,                 1.8939,                  1.038,                 2.0748,             0.00032553,             0.00032553,             0.00032553
                    236,                 1.2164,                0.67063,                 1.3426,                0.59851,                0.54618,                0.46933,                0.22906,                 1.9012,                 1.0543,                 2.0708,             0.00032081,             0.00032081,             0.00032081
                    237,                  1.246,                 0.7123,                 1.3522,                0.58941,                0.54037,                0.47765,                0.22543,                 1.9304,                 1.0776,                  2.093,             0.00031609,             0.00031609,             0.00031609
                    238,                 1.1964,                0.67527,                 1.3131,                0.51988,                 0.5382,                0.50878,                0.24443,                 1.8916,                 1.0501,                 2.0474,             0.00031138,             0.00031138,             0.00031138
                    239,                 1.1869,                0.65455,                 1.3328,                0.69321,                0.45668,                0.50779,                0.24816,                 1.8716,                 1.0446,                 2.0515,             0.00030666,             0.00030666,             0.00030666
                    240,                 1.1756,                0.65603,                 1.2829,                0.64195,                0.50841,                0.52416,                0.25685,                 1.8976,                 1.0559,                 2.0546,             0.00030195,             0.00030195,             0.00030195
                    241,                 1.1698,                0.65281,                 1.3049,                0.73378,                0.50461,                0.53773,                 0.2595,                 1.9043,                 1.0615,                 2.0792,             0.00029723,             0.00029723,             0.00029723
                    242,                 1.1658,                 0.6545,                 1.2971,                0.70449,                0.50066,                0.52582,                0.26601,                 1.8692,                 1.0434,                 2.0617,             0.00029252,             0.00029252,             0.00029252
                    243,                 1.1565,                0.64454,                 1.2692,                0.70452,                0.51839,                0.52385,                 0.2614,                 1.8842,                 1.0245,                 2.0764,              0.0002878,              0.0002878,              0.0002878
                    244,                  1.194,                0.66208,                 1.2928,                0.71941,                0.50261,                0.52104,                0.25254,                 1.8889,                 1.0362,                 2.0627,             0.00028308,             0.00028308,             0.00028308
                    245,                 1.1745,                0.63932,                 1.2992,                0.67714,                 0.5044,                 0.5152,                0.25014,                 1.8913,                 1.0095,                 2.0663,             0.00027837,             0.00027837,             0.00027837
                    246,                 1.1784,                0.65173,                 1.3045,                0.61941,                0.50793,                 0.5175,                0.25702,                 1.8667,                 1.0253,                 2.0613,             0.00027365,             0.00027365,             0.00027365
                    247,                 1.1643,                0.65962,                 1.3031,                 0.6235,                0.50769,                0.51267,                0.25343,                 1.8678,                 1.0363,                 2.0599,             0.00026894,             0.00026894,             0.00026894
                    248,                 1.1674,                0.65347,                 1.2747,                0.69533,                0.49584,                 0.5087,                0.24889,                 1.8752,                 1.0426,                 2.0753,             0.00026422,             0.00026422,             0.00026422
                    249,                 1.1657,                0.64914,                 1.2852,                0.73204,                0.47601,                0.50633,                0.24934,                 1.8747,                 1.0305,                  2.072,             0.00025951,             0.00025951,             0.00025951
                    250,                 1.1832,                0.66918,                 1.3257,                 0.6306,                0.49872,                0.50908,                 0.2591,                 1.8699,                 1.0306,                 2.0636,             0.00025479,             0.00025479,             0.00025479
                    251,                 1.1513,                0.63676,                 1.3094,                 0.6466,                0.48759,                0.52994,                0.27433,                 1.8718,                 1.0367,                 2.0485,             0.00025007,             0.00025007,             0.00025007
                    252,                 1.1623,                0.62885,                 1.3042,                0.59904,                0.50375,                0.51395,                0.26461,                 1.8669,                 1.0366,                 2.0564,             0.00024536,             0.00024536,             0.00024536
                    253,                 1.1721,                0.65011,                 1.3035,                0.57985,                0.54093,                0.51495,                0.25291,                 1.8997,                 1.0164,                 2.0999,             0.00024064,             0.00024064,             0.00024064
                    254,                 1.1556,                 0.6433,                 1.2945,                0.57443,                0.51532,                0.47446,                0.21785,                 1.9254,                 1.0746,                 2.1048,             0.00023593,             0.00023593,             0.00023593
                    255,                 1.1666,                0.63972,                 1.2845,                0.61276,                0.50203,                0.48648,                0.22418,                 1.9045,                 1.0727,                 2.0887,             0.00023121,             0.00023121,             0.00023121
                    256,                 1.1466,                0.63473,                 1.2629,                 0.6146,                0.50004,                0.47479,                0.22546,                 1.9162,                 1.0866,                 2.0994,              0.0002265,              0.0002265,              0.0002265
                    257,                 1.1827,                0.64444,                 1.2775,                0.57986,                0.52606,                0.48911,                0.22656,                 1.9147,                 1.0672,                 2.0955,             0.00022178,             0.00022178,             0.00022178
                    258,                 1.1476,                0.62893,                 1.2602,                0.54851,                 0.5607,                0.49491,                0.23452,                 1.8832,                 1.0342,                 2.0696,             0.00021707,             0.00021707,             0.00021707
                    259,                 1.1612,                0.65802,                 1.3142,                0.55442,                0.54881,                0.48784,                0.23263,                 1.8914,                 1.0624,                 2.0823,             0.00021235,             0.00021235,             0.00021235
                    260,                   1.14,                0.63998,                  1.274,                0.54219,                0.55405,                0.49097,                0.23594,                 1.8902,                 1.0394,                 2.0952,             0.00020763,             0.00020763,             0.00020763
                    261,                  1.131,                  0.639,                 1.2717,                0.56641,                0.52457,                 0.4953,                0.23447,                  1.893,                 1.0327,                  2.087,             0.00020292,             0.00020292,             0.00020292
                    262,                 1.1439,                0.61335,                 1.2684,                0.55695,                0.53962,                0.49699,                0.23906,                 1.8958,                  1.055,                 2.0757,              0.0001982,              0.0001982,              0.0001982
                    263,                 1.1393,                0.61581,                 1.2403,                0.57195,                0.53771,                0.52488,                0.25867,                 1.8611,                 1.0521,                 2.0591,             0.00019349,             0.00019349,             0.00019349
                    264,                 1.1476,                0.63326,                 1.2596,                0.59845,                0.52942,                0.49554,                0.23832,                 1.8676,                 1.0578,                 2.0773,             0.00018877,             0.00018877,             0.00018877
                    265,                 1.1603,                0.64516,                 1.3034,                0.64362,                0.48881,                0.49564,                0.23301,                 1.8621,                  1.049,                 2.0837,             0.00018406,             0.00018406,             0.00018406
                    266,                 1.1456,                 0.6289,                 1.2903,                0.58872,                0.51157,                0.49767,                 0.2326,                 1.8727,                 1.0375,                 2.0799,             0.00017934,             0.00017934,             0.00017934
                    267,                 1.1435,                0.62488,                 1.2861,                0.58967,                0.53655,                0.49759,                0.23394,                  1.886,                 1.0444,                 2.0871,             0.00017462,             0.00017462,             0.00017462
                    268,                  1.122,                0.62421,                 1.2848,                0.55445,                0.55926,                0.49077,                0.23133,                 1.8919,                  1.039,                 2.0879,             0.00016991,             0.00016991,             0.00016991
                    269,                 1.1023,                0.60642,                 1.2465,                0.55901,                0.54397,                0.49636,                0.23253,                 1.9117,                 1.0402,                  2.108,             0.00016519,             0.00016519,             0.00016519
                    270,                 1.1294,                0.62499,                 1.2438,                0.70403,                0.48203,                0.52994,                 0.2564,                 1.9326,                 1.0395,                 2.1333,             0.00016048,             0.00016048,             0.00016048
                    271,                 1.1343,                0.64024,                 1.2828,                0.66865,                0.49072,                 0.5315,                0.26017,                 1.9087,                 1.0352,                 2.1065,             0.00015576,             0.00015576,             0.00015576
                    272,                 1.1265,                0.62023,                 1.2555,                0.63545,                0.49219,                0.52229,                 0.2571,                 1.9114,                 1.0467,                 2.1149,             0.00015105,             0.00015105,             0.00015105
                    273,                 1.1174,                0.63293,                 1.2687,                0.55628,                0.56192,                0.52387,                 0.2524,                  1.921,                 1.0556,                  2.125,             0.00014633,             0.00014633,             0.00014633
                    274,                 1.1288,                0.66263,                 1.3097,                0.68945,                0.48444,                0.52019,                0.25401,                 1.8689,                 1.0143,                 2.0827,             0.00014161,             0.00014161,             0.00014161
                    275,                 1.1278,                0.62459,                  1.271,                0.73985,                0.48922,                0.52652,                0.26442,                 1.8676,                 1.0129,                 2.0794,              0.0001369,              0.0001369,              0.0001369
                    276,                 1.1274,                0.62603,                 1.2836,                0.71561,                0.49413,                0.52946,                0.26435,                 1.8863,                 1.0095,                  2.094,             0.00013218,             0.00013218,             0.00013218
                    277,                 1.1082,                0.60431,                   1.24,                0.70496,                0.48776,                0.51698,                0.26905,                 1.8763,                 1.0079,                 2.0851,             0.00012747,             0.00012747,             0.00012747
                    278,                  1.096,                0.58765,                 1.2498,                0.54647,                 0.5754,                0.53717,                0.26897,                 1.8988,                 1.0218,                 2.1123,             0.00012275,             0.00012275,             0.00012275
                    279,                 1.1141,                0.63119,                 1.2517,                0.56368,                0.57067,                0.53746,                0.27152,                 1.8995,                 1.0153,                 2.1187,             0.00011804,             0.00011804,             0.00011804
                    280,                 1.1155,                0.62548,                 1.2365,                0.58159,                0.53412,                0.52215,                0.27369,                 1.8774,                 1.0071,                 2.0973,             0.00011332,             0.00011332,             0.00011332
                    281,                 1.0983,                0.60665,                 1.2558,                0.78912,                0.45946,                0.51786,                0.27111,                 1.8703,                 1.0054,                 2.0918,              0.0001086,              0.0001086,              0.0001086
                    282,                 1.1254,                0.63413,                 1.2556,                0.77973,                0.47258,                0.51917,                0.27593,                 1.8783,                 1.0244,                 2.0894,             0.00010389,             0.00010389,             0.00010389
                    283,                 1.1036,                0.60842,                 1.2526,                0.76592,                0.46329,                0.51841,                0.27816,                 1.8672,                 1.0315,                 2.0699,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    284,                 1.1038,                0.59717,                 1.2466,                0.58017,                0.53965,                0.52903,                0.27729,                 1.8607,                 1.0331,                 2.0605,             9.4457e-05,             9.4457e-05,             9.4457e-05
                    285,                 1.0849,                0.61151,                 1.2327,                 0.5952,                0.52885,                0.53272,                0.27725,                 1.8701,                  1.032,                 2.0736,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    286,                 1.1021,                0.61793,                  1.261,                0.61964,                0.52489,                0.52968,                0.27386,                 1.8743,                 1.0254,                 2.0784,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    287,                 1.0925,                0.60587,                 1.2584,                0.57304,                0.55078,                0.53182,                0.27239,                 1.8822,                 1.0164,                 2.0938,              8.031e-05,              8.031e-05,              8.031e-05
                    288,                 1.0825,                0.59534,                 1.2411,                0.60522,                0.54496,                0.53114,                0.26501,                 1.8977,                 1.0171,                 2.1187,             7.5594e-05,             7.5594e-05,             7.5594e-05
                    289,                 1.0789,                0.60664,                 1.2599,                0.65555,                0.51316,                0.52685,                0.26166,                 1.8927,                 1.0305,                  2.105,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    290,                 1.0811,                0.60081,                 1.2417,                 0.6519,                0.51351,                0.52482,                0.26353,                 1.8823,                 1.0222,                 2.0866,             6.6163e-05,             6.6163e-05,             6.6163e-05
                    291,                 1.0578,                0.64279,                 1.2923,                0.64712,                0.52324,                0.52186,                0.26042,                 1.8914,                 1.0237,                 2.1106,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    292,                 1.0796,                0.61657,                  1.294,                0.61261,                0.51933,                0.51637,                0.26374,                 1.8943,                 1.0278,                 2.1456,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    293,                 1.0693,                 0.6301,                 1.3057,                0.59302,                0.51926,                0.51835,                 0.2641,                 1.8962,                 1.0356,                  2.161,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    294,                 1.0811,                0.59624,                 1.2848,                0.55905,                0.52506,                0.51579,                0.26491,                 1.8896,                 1.0395,                 2.1785,               4.73e-05,               4.73e-05,               4.73e-05
                    295,                 1.0365,                0.59072,                 1.2715,                0.75548,                0.44811,                 0.5231,                0.25929,                 1.8903,                 1.0431,                 2.1858,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    296,                 1.0504,                0.57263,                 1.2591,                0.77192,                 0.4578,                0.52188,                 0.2601,                 1.8895,                 1.0492,                 2.1936,             3.7869e-05,             3.7869e-05,             3.7869e-05
                    297,                  1.032,                0.57277,                 1.2593,                0.72673,                0.45372,                0.50913,                0.25754,                 1.8917,                 1.0555,                 2.1971,             3.3153e-05,             3.3153e-05,             3.3153e-05
                    298,                 1.0094,                0.55895,                 1.2649,                0.67911,                0.46483,                0.50904,                0.25778,                 1.8874,                  1.046,                 2.1891,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    299,                 1.0051,                0.54447,                  1.249,                0.54272,                0.53117,                0.51026,                0.25909,                 1.8865,                 1.0422,                  2.185,             2.3721e-05,             2.3721e-05,             2.3721e-05
                    300,                 1.0481,                0.58485,                 1.2886,                0.54746,                0.53862,                0.51204,                0.25869,                 1.8895,                 1.0413,                 2.1837,             1.9006e-05,             1.9006e-05,             1.9006e-05
